hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, VN, VNAngle, I1, IAngle1, I2, IAngle2, I3, IAngle3, IN, INAngle
0, 1.00000, 2484.55, 32.4723, 2409.14, -85.2063, 2416.96, 153.124, 143.88, 10.3499, 223.602, 6.63071, 230.589, -111.048, 229.874, 127.282, 6.48089, -89.5818
0, 0.00000, 2474.51, 32.3124, 2400.83, -85.4459, 2406.6, 152.917, 141.483, 10.2374, 188.65, 6.47027, 194.439, -111.288, 193.953, 127.075, 5.16879, -90.777
0, 0.00000, 2474.51, 32.3124, 2400.83, -85.4459, 2406.6, 152.917, 141.483, 10.2374, 188.65, 6.47027, 194.439, -111.288, 193.953, 127.075, 5.16879, -90.777
0, 0.00101, 2474.46, 32.3119, 2400.86, -85.4473, 2406.6, 152.919, 141.341, 10.1858, 188.645, 6.46998, 194.429, -111.289, 193.968, 127.077, 5.1522, -91.0001
0, 0.00101, 2474.46, 32.3119, 2400.86, -85.4473, 2406.6, 152.919, 141.341, 10.1858, 188.645, 6.46998, 194.429, -111.289, 193.968, 127.077, 5.1522, -91.0001
0, 0.00201, 2474.47, 32.3121, 2400.85, -85.4472, 2406.61, 152.918, 141.359, 10.1996, 188.647, 6.47018, 194.43, -111.289, 193.965, 127.076, 5.15355, -90.9452
0, 0.00201, 2474.47, 32.3121, 2400.85, -85.4472, 2406.61, 152.918, 141.359, 10.1996, 188.647, 6.47018, 194.43, -111.289, 193.965, 127.076, 5.15355, -90.9452
0, 0.00301, 2474.47, 32.312, 2400.86, -85.4472, 2406.61, 152.918, 141.358, 10.1965, 188.646, 6.47011, 194.43, -111.289, 193.966, 127.077, 5.1537, -90.9568
0, 0.00301, 2474.47, 32.312, 2400.86, -85.4472, 2406.61, 152.918, 141.358, 10.1965, 188.646, 6.47011, 194.43, -111.289, 193.966, 127.077, 5.1537, -90.9568
0, 0.00401, 2474.43, 32.3115, 2400.83, -85.4481, 2406.57, 152.918, 141.346, 10.1961, 188.52, 6.46956, 194.299, -111.29, 193.836, 127.076, 5.14855, -90.9624
0, 0.00401, 2474.43, 32.3115, 2400.83, -85.4481, 2406.57, 152.918, 141.346, 10.1961, 188.52, 6.46956, 194.299, -111.29, 193.836, 127.076, 5.14855, -90.9624
