hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, VN, VNAngle, I1, IAngle1, I2, IAngle2, I3, IAngle3, IN, INAngle
0, 1.00000, 2579.02, 34.2676, 2454.23, -79.0448, 2379.12, 156.99, 408.842, -3.84122, 776.777, 30.9693, 815.904, -82.034, 841.776, 154.182, 46.8614, -62.8773
0, 0.00000, 2572.8, 34.1796, 2449.36, -79.1948, 2372.9, 156.859, 406.602, -3.94995, 778.689, 30.8951, 817.726, -82.171, 843.738, 154.064, 46.2119, -63.2121
0, 0.00000, 2572.8, 34.1796, 2449.36, -79.1948, 2372.9, 156.859, 406.602, -3.94995, 778.689, 30.8951, 817.726, -82.171, 843.738, 154.064, 46.2119, -63.2121
0, 0.00101, 2572.7, 34.1787, 2449.42, -79.1982, 2372.92, 156.863, 406.35, -3.99723, 778.654, 30.8953, 817.616, -82.1751, 843.868, 154.069, 46.0231, -63.4409
0, 0.00101, 2572.7, 34.1787, 2449.42, -79.1982, 2372.92, 156.863, 406.35, -3.99723, 778.654, 30.8953, 817.616, -82.1751, 843.868, 154.069, 46.0231, -63.4409
0, 0.00201, 2572.72, 34.1792, 2449.4, -79.1977, 2372.92, 156.862, 406.374, -3.9858, 778.671, 30.8957, 817.63, -82.1746, 843.842, 154.068, 46.0458, -63.3838
0, 0.00201, 2572.72, 34.1792, 2449.4, -79.1977, 2372.92, 156.862, 406.374, -3.9858, 778.671, 30.8957, 817.63, -82.1746, 843.842, 154.068, 46.0458, -63.3838
0, 0.00301, 2572.71, 34.179, 2449.4, -79.1978, 2372.92, 156.862, 406.376, -3.98819, 778.666, 30.8955, 817.629, -82.1746, 843.846, 154.068, 46.0448, -63.396
0, 0.00301, 2572.71, 34.179, 2449.4, -79.1978, 2372.92, 156.862, 406.376, -3.98819, 778.666, 30.8955, 817.629, -82.1746, 843.846, 154.068, 46.0448, -63.396
0, 0.00401, 2572.69, 34.1788, 2449.39, -79.1984, 2372.9, 156.862, 406.359, -3.98879, 778.675, 30.8954, 817.633, -82.1752, 843.855, 154.067, 46.0373, -63.3978
0, 0.00401, 2572.69, 34.1788, 2449.39, -79.1984, 2372.9, 156.862, 406.359, -3.98879, 778.675, 30.8954, 817.633, -82.1752, 843.855, 154.067, 46.0373, -63.3978
0, 0.00501, 2572.69, 34.1787, 2449.39, -79.1983, 2372.9, 156.861, 406.365, -3.9883, 778.674, 30.8953, 817.635, -82.1751, 843.853, 154.067, 46.0413, -63.3957
0, 0.00501, 2572.69, 34.1787, 2449.39, -79.1983, 2372.9, 156.861, 406.365, -3.9883, 778.674, 30.8953, 817.635, -82.1751, 843.853, 154.067, 46.0413, -63.3957
0, 0.00601, 2572.69, 34.1787, 2449.39, -79.1983, 2372.9, 156.861, 406.364, -3.98847, 778.674, 30.8953, 817.635, -82.1751, 843.854, 154.067, 46.0406, -63.3966
0, 0.00601, 2572.69, 34.1787, 2449.39, -79.1983, 2372.9, 156.861, 406.364, -3.98847, 778.674, 30.8953, 817.635, -82.1751, 843.854, 154.067, 46.0406, -63.3966
0, 0.00701, 2572.69, 34.1787, 2449.39, -79.1983, 2372.9, 156.861, 406.365, -3.98843, 778.674, 30.8953, 817.635, -82.1751, 843.854, 154.067, 46.0407, -63.3963
0, 0.00701, 2572.69, 34.1787, 2449.39, -79.1983, 2372.9, 156.861, 406.365, -3.98843, 778.674, 30.8953, 817.635, -82.1751, 843.854, 154.067, 46.0407, -63.3963
0, 0.00801, 2572.65, 34.1782, 2449.35, -79.1995, 2372.86, 156.861, 406.336, -3.99039, 778.688, 30.8949, 817.643, -82.1762, 843.871, 154.067, 46.0276, -63.4041
0, 0.00801, 2572.65, 34.1782, 2449.35, -79.1995, 2372.86, 156.861, 406.336, -3.99039, 778.688, 30.8949, 817.643, -82.1762, 843.871, 154.067, 46.0276, -63.4041
